business_name,category,area,latitude,longitude,distance_km,geofilter,geofilter_reason,coordinate_source,phone,normalized_phone,website,instagram_handle,instagram_url,facebook_url,google_maps_cid,verified_date,operating_status,url,instagram_enrich_source,instagram_enrich_date,instagram_enrich_confidence,instagram_confidence,ig_verified,ig_verify_date,whatsapp,email,tiktok_url,youtube_url,twitter_url,other_social_urls,description_full
"Shawandha Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,9.637791,-82.709844,5.15,pass,area_included:Playa Chiquita,array,+506 2750 0018,+50627500018,,,,https://www.facebook.com/ShawandaEcolodge,11584809782208466783,2026-01-28,active,https://www.puertoviejosatellite.com/en/playa-chiquita/shawandha-lodge/,,,,removed,false,2026-07-04,,,,,,,"Upscale hotel with individually art designed  bungalows. French restaurant. New swimming pool with waterfall, surrounded by a tropical garden. 4.1 / 5 rating on Google Maps  8.7 / 10 rating on Booking.com  4.2 / 5 rating on Tripadvisor"
"Tierra de Suenos Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,9.63764,-82.710671,5.073,pass,area_included:Playa Chiquita,array,+506 2750 0378,+50627500378,,tierradesuenoslodge,https://www.instagram.com/tierradesuenoslodge/,https://www.facebook.com/tierradesuenoslodge,3078819024997403606,2025-08-11,active,https://www.puertoviejosatellite.com/en/playa-chiquita/tierra-de-suenos-lodge/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,"Tropical Bungalows with 7 individual hardwood bungalows set amidst a lush jungle landscape and just a few steps to one of the most beautiful beaches on this coast! Wellness Center programs onsite at Tierra de Yoga, the area's largest outdoor training pavilion with daily classes that can host up to 30 people. 4.7 / 5 rating on Google Maps  7.9 / 10 rating on Booking.com"
"Tree House Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,9.63864,-82.705116,5.601,pass,area_included:Playa Chiquita,array,+506 2750-0706,+50627500706,,treehouselodge,https://www.instagram.com/treehouselodge/,https://www.facebook.com/CostaRicaTreeHouseLodge,4964431491684239389,2026-03-02,active,https://www.puertoviejosatellite.com/en/playa-chiquita/tree-house-lodge/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,Six very unique luxurious and spacious houses build in balance with nature with whimsical touches and one-of-a-kind design. Beachfront on Punta Uva's white sand beach the property is also home to a  Iguanaverde Foundation reserve and is visited by a wide variety of other wildlife as well. The large property with only six houses ensures that you will have privacy and quiet. 4.7 / 5 rating on Google Maps  8.6 / 10 rating on Booking.com  4.4 / 5 rating on Tripadvisor
"Villas del Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,9.643881,-82.722234,3.638,pass,area_included:Playa Chiquita,array,+506 2750 0202,+50627500202,,hotelvillasdelcaribe,https://www.instagram.com/hotelvillasdelcaribe,https://www.facebook.com/villascaribe,,2025-12-13,active,https://www.puertoviejosatellite.com/en/playa-chiquita/villas-del-caribe/,,,,verified,true,2026-07-04,,,,,,,Offers 12 villas with kitchens and terrace and 14 rooms all facing the ocean and with private bathrooms. Some with A/C. Breakfast included. Pool and jacuzzi. The Spicy Coconut restaurant is located at the hotel. 4.3 / 5 rating on Google Maps  9.2 / 10 rating on Booking.com  4.0 / 5 rating on Tripadvisor
"Awa Beach Boutique Hotel - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",hotel,Punta Uva,9.637795,-82.699429,6.221,pass,area_included:Punta Uva,array,+506 2759 9180,+50627599180,,,,,5579537716284560393,2025-12-11,active,https://www.puertoviejosatellite.com/en/punta-uva/awa-beach-boutique-hotel/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Hotel at Punta Uva on the beach. Adults-only accommodation with a bar, a garden and a terrace. Rooms with A/C, sea or garden view. They also rent self catering bungalows next door at the property which used to be called Punta Uva Cabinas. 4.9 / 5 rating on Google Maps  9.2 / 10 rating on Booking.com  4.7 / 5 rating on Tripadvisor"
"La Ceiba Nature Reserve - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",hotel,Punta Uva,9.622044,-82.698166,7.091,pass,area_included:Punta Uva,array,+506 2750 0710,+50627500710,,,,,,2025-07-10,active,https://www.puertoviejosatellite.com/en/punta-uva/la-ceiba-nature-reserve/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,42 Ha (104 acre) tropical rainforest reserve within the Gandoca Manzanillo National Wildlife Refuge associated with the Jaguar Rescue Center. The purpose of the reserve is conservation to prevent these forests from disappearing with all the biological wealth they contain and to provide a place for the reintroduction of animals rehabilitated at the JRC. No longer offers tours but does offer overnight accommodation at La Ceiba House and Ilan Ilan House. 4.9 / 5 rating on Google Maps  9.2 / 10 rating on Booking.com
"Pachamama Jungle River Lodge - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",hotel,Punta Uva,9.634621,-82.693491,6.952,pass,area_included:Punta Uva,array,+506 8456-6508,+50684566508,,,,https://www.facebook.com/pachamama.puertoviejo,17505879167034120949,2025-12-17,active,https://www.puertoviejosatellite.com/en/punta-uva/pachamama-jungle-river-lodge/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"In a jungle setting alongside Rio Ernesto, 250 meters from Punta Uva Beach. There are 3 comfortable villas with 1 or 2 bedrooms. Each villa has an equipped kitchen, a bathroom with a hot shower, very comfortable bedding, ceiling fans and a large private terrace with chairs and hammocks. 4.4 / 5 rating on Google Maps  9.0 / 10 rating on Booking.com  4.6 / 5 rating on Tripadvisor"
"Cabinas Kinawe - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,9.648197,-82.787046,3.785,pass,area_included:Hone Creek,array,+506 2756 8476,+50627568476,,kinawe_cabinas,https://www.instagram.com/kinawe_cabinas,https://www.facebook.com/Kinawe,,2026-05-21,active,https://www.puertoviejosatellite.com/en/hone-creek/cabinas-kinawe/,,,,verified,true,2026-07-04,,,,,,,"Offering four cabinas, two with fully equipped kitchens. Situated in a tropical garden with hammocks. All the rooms have private bathrooms, hot water, fan, safe, tv, wifi."
"Casa Conley Del Mar - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,9.673198,-82.807533,6.266,pass,area_included:Hone Creek,array,+506 8494 8131,+50684948131,,,,,6599527260173115828,2025-08-28,active,https://www.puertoviejosatellite.com/en/hone-creek/casa-conley-del-mar/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Modern newly built hotel with a swimming pool, restaurant and garden. Variety of rooms, all with private bath, A/C, patio. Some with ocean view. 4.7 / 5 rating on Google Maps  8.6 / 10 rating on Booking.com"
"Hotel Hawa - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,9.647366,-82.781703,3.239,pass,area_included:Hone Creek,array,+506 2750 0594,+50627500594,,,,https://www.facebook.com/hotelhawa,,2025-09-01,active,https://www.puertoviejosatellite.com/en/hone-creek/hotel-hawa/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Offers nine rooms, 3 bungalows plus a 3 bedroom/2 bath house. Five standard rooms have ceiling fans, TV and hot water. Four deluxe rooms have AC and added amenities. Three private bungalows also include a combination of breakfast nook, kitchen areas, bars, private porches and barbeque areas. For larger parties a three bedroom 2 bath bungalow is available. Restaurant, Bar."
"Orgánico Punta Riel - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,9.671793,-82.80429,5.879,pass,area_included:Hone Creek,array,+506 8828 1426,+50688281426,,,,,2005484154619350459,2025-10-02,active,https://www.puertoviejosatellite.com/en/hone-creek/organico-punta-riel/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,House and garden located between Hone Creek and Cahuita. They offer rooms with private or shared bath and an edible garden which guests can enjoy. The whole 6 bedroom/4 bathroom house can also be rented. 4.6 / 5 rating on Google Maps  8.1 / 10 rating on Booking.com  6.5 / 10 rating on Hostelworld
"Rancho Tranquilo - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,9.657372,-82.801176,5.253,pass,area_included:Hone Creek,array,+506 2756 8198,+50627568198,,rt_hospedaje,https://www.instagram.com/rt_hospedaje,https://www.facebook.com/profile.php?id=100085466981177,3497932895823071906,2025-10-03,active,https://www.puertoviejosatellite.com/en/hone-creek/rancho-tranquilo/,,,,verified,true,2026-07-04,+50683420647,,,,,,"Organic farm and lodging. A variety of houses and cabinas for rent, most with kitchens. Pool with rancho. Event room for events up to 30 persons."
"Samasati Yoga and Wellness Retreat - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,9.65257,-82.816679,6.955,pass,area_included:Hone Creek,array,+506 8428 3918,+50684283918,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Hotel_Review-g309265-d300508-Reviews-Samasati_Yoga_Wellness_Retreat-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,samasati_costa_rica,https://www.instagram.com/samasati_costa_rica,,,2025-04-17,active,https://www.puertoviejosatellite.com/en/hone-creek/samasati-yoga-and-wellness-retreat/,,,,verified,true,2026-07-04,,,,,,,"Perched on a mountain ridge overlooking the Caribbean Sea, offers guest house and casita accommodations. They host retreats, workshops, guest artists and travelers. Stays include vegetarian buffet served in an open air restaurant. Also available on site are healing massage treatments, jacuzzi spa, nature trails, waterfall with natural pool, daily yoga classes and a meditation hall."
"Villa Mena Apartments - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,9.633563,-82.811149,6.791,pass,area_included:Hone Creek,array,+506 8304 5966,+50683045966,,,,https://www.facebook.com/Villamena2013,,2024-06-30,active,https://www.puertoviejosatellite.com/en/hone-creek/villa-mena-apartments/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Furnished apartments near the mountain and not far from the beach. Two apartments for 2 persons and 1 for up to 5 persons. All have A/C, equipped kitchen, parking, cable TV and hot water."
Casa Wolaba,hostel,Puerto Viejo,9.656471,-82.751768,0.206,pass,area_included:Puerto Viejo,array,+506 6135 2969,+50661352969,,casa.wolaba,https://www.instagram.com/casa.wolaba,https://www.facebook.com/casawolaba,12617501835970240553,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-wolaba/,,,,verified,true,2026-07-04,,,,,,,"Hostel with dorms, private rooms and apartments. all with A/C. Shared kitchen, shared quiet work space, hang out yard with table games and hammocks. 4.3 / 5 rating on Google Maps  8.0 / 10 rating on Booking.com  9.0 / 10 rating on Hostelworld"
El Clan Hostel,hostel,Puerto Viejo,9.657309,-82.752326,0.238,pass,area_included:Puerto Viejo,array,+506 6374 1221,+50663741221,,elclan_hostel,https://www.instagram.com/elclan_hostel,,5201679489523559249,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/el-clan-hostel/,,,,verified,true,2026-07-04,,,,,,,"Hostel and hotel with pool and bar. Accommodation options include dorms, private rooms and a fully equipped apartment with kitchen. 4.7 / 5 rating on Google Maps  8.8 / 10 rating on Booking.com  8.5 / 10 rating on Hostelworld"
Hotel and Hostel Agapi,hostel,Puerto Viejo,9.656891,-82.743439,1.094,pass,area_included:Puerto Viejo,array,+506 8872-7230,+50688727230,,agapi.pv,https://www.instagram.com/agapi.pv,,7492180577056289429,2026-03-14,active,https://www.puertoviejosatellite.com/en/puerto-viejo/hotel-and-hostel-agapi/,,,,verified,true,2026-07-04,,,,,,,"Hostel with dorms and private rooms. Pool, restaurant, bar, hot showers, common kitchen, yoga classes, surf lessons, massage, coworking space. Day pass available for non-guests. 4.1 / 5 rating on Google Maps  8.8 / 10 rating on Hostelworld"
Hotel Puerto Viejo,hostel,Puerto Viejo,9.656928,-82.753465,0.171,pass,area_included:Puerto Viejo,array,+506 2750 0620,+50627500620,,hotelpuertoviejocr,https://www.instagram.com/hotelpuertoviejocr,https://www.facebook.com/hotelpuertoviejocr,120276160970090320,2026-03-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/hotel-puerto-viejo/,,,,verified,true,2026-07-04,,,,,,,"The first hotel in Puerto Viejo. Basic rooms and dorms, some with A/C. 3.9 / 5 rating on Google Maps  9.0 / 10 rating on Hostelworld"
Kalunay Hostel,hostel,Puerto Viejo,9.655647,-82.750317,0.328,pass,area_included:Puerto Viejo,array,+506 2750 3168,+50627503168,,kalunayhostel,https://www.instagram.com/kalunayhostel/,https://www.facebook.com/KalunayHostel/,,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/kalunay-hostel/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,Hostel in a quiet street at the back of downtown. Dormitories and private rooms with shared bath. Shared kitchen. 4.3 / 5 rating on Google Maps  8.0 / 10 rating on Booking.com  4.7 / 5 rating on Tripadvisor  8.9 / 10 rating on Hostelworld
Oasis Beachfront Hostel,hostel,Puerto Viejo,9.659273,-82.749139,0.627,pass,area_included:Puerto Viejo,array,+506 8631 9322,+50686319322,,oasis.hostel.pv,https://www.instagram.com/oasis.hostel.pv,,3806869317536833401,2026-03-31,active,https://www.puertoviejosatellite.com/en/puerto-viejo/oasis-beachfront-hostel/,,,,verified,true,2026-07-04,,,,,,,"Located 30 sec walk from Salsa Brava beach, offers dormitory and private rooms with a shared bathroom or camping right on the beach with an outdoor kitchen, a lot of hammocks to relax in the garden where you can watch the wildlife pass by. 3.8 / 5 rating on Google Maps  7.8 / 10 rating on Booking.com  3.8 / 5 rating on Tripadvisor  9.0 / 10 rating on Hostelworld"
Pagalu Hostel,hostel,Puerto Viejo,9.65505,-82.754458,0.133,pass,area_included:Puerto Viejo,array,+506 2750 1930,+50627501930,,pagaluhostel,https://www.instagram.com/pagaluhostel/,https://www.facebook.com/pagaluhostel,16584181162103313991,2026-03-31,active,https://www.puertoviejosatellite.com/en/puerto-viejo/pagalu-hostel/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,Dorm beds and double rooms with shared or private bath. Spacious common area and shared kitchen. 4.5 / 5 rating on Google Maps  9.1 / 10 rating on Booking.com  9.4 / 10 rating on Hostelworld
Rocking J's Hostel,hostel,Puerto Viejo,9.658081,-82.746314,0.822,pass,area_included:Puerto Viejo,array,+506 2750-0665,+50627500665,,rockingjshostel,https://www.instagram.com/rockingjshostel/,https://www.facebook.com/rockingjshostel,2849080077759072513,2026-04-03,active,https://www.puertoviejosatellite.com/en/puerto-viejo/rocking-js-hostel/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,"Hostel with a variety of private rooms, suites, dorms, hammocks and tents. Restaurant, bar, tour desk and surf school on site. 4.0 / 5 rating on Google Maps  7.9 / 10 rating on Booking.com  6.8 / 10 rating on Hostelworld"
Roots Family Hostel,hostel,Puerto Viejo,9.65675,-82.752988,0.154,pass,area_included:Puerto Viejo,array,,,,,,https://www.facebook.com/RootsPuertoViejo,15012354361205552676,2026-03-30,active,https://www.puertoviejosatellite.com/en/puerto-viejo/roots-family-hostel/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Centrally located family run hostel. Dorms and rooms, all with shared bath. Common hang out areas. 4.4 / 5 rating on Google Maps  8.2 / 10 rating on Booking.com  9.1 / 10 rating on Hostelworld"
La Ruka Hostel,hostel,Puerto Viejo,9.657911,-82.747416,0.703,pass,area_included:Puerto Viejo,array,+506 2750 0617,+50627500617,,larukahostel,https://www.instagram.com/larukahostel,https://www.facebook.com/larukahostelpuertoviejo,13859346082849828188,2026-03-31,active,https://www.puertoviejosatellite.com/en/puerto-viejo/la-ruka-hostel/,,,,verified,true,2026-07-04,,,,,,,"Offers dorm rooms and private rooms. Offers wifi, a communal kitchen and pool table. Rents bikes, surf boards and snorkel gear. Located just outside of downtown Puerto Viejo. 4.6 / 5 rating on Google Maps  8.9 / 10 rating on Booking.com  9.3 / 10 rating on Hostelworld"
Soul Rebel Hostel,hostel,Puerto Viejo,9.657554,-82.751945,0.282,pass,area_included:Puerto Viejo,array,+506 8891 8069,+50688918069,,soulrebelhostel,https://www.instagram.com/soulrebelhostel,,1470909826947842376,2026-05-21,active,https://www.puertoviejosatellite.com/en/puerto-viejo/soul-rebel-hostel/,,,,verified,true,2026-07-04,+50688918069,,,,,,Hostel with dorm rooms and private rooms and also an apartment. Hang out area and shared kitchen. Previously named Backpackers Caribe. 4.0 / 5 rating on Google Maps  7.6 / 10 rating on Booking.com
La Tribu,hostel,Puerto Viejo,9.657526,-82.751576,0.303,pass,area_included:Puerto Viejo,array,+506 8809 9776,+50688099776,,latribuhostelcr,https://www.instagram.com/latribuhostelcr,,8557872311475311298,2026-04-02,active,https://www.puertoviejosatellite.com/en/puerto-viejo/la-tribu/,,,,verified,true,2026-07-04,,,,,,,"Boutique hostel for women only. Dormitories with 8 beds each and air conditioning. Shared hang out areas including a jacuzzi, hammocks and well equipped kitchen. 4.5 / 5 rating on Google Maps  8.8 / 10 rating on Booking.com  8.5 / 10 rating on Hostelworld"
"Tasty Dayz Hostel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hostel,Cocles,9.653494,-82.740978,1.367,pass,area_included:Cocles,array,+506 2750 0128,+50627500128,https://www.tastydayz.com/,tastydayz,https://www.instagram.com/tastydayz,https://www.facebook.com/tastydayz,8755282126859435083,2026-02-19,active,https://www.puertoviejosatellite.com/en/cocles/tasty-dayz-hostel/,,,,verified,true,2026-07-04,+50684831022,,,,,,"Hostel offering comfortable rooms and dorms. All privates equipped with fans, ceramic tiles, private baths with hot water and mini fridge. Some rooms have A/C and a television. Private parking. Free WiFi, hammocks, drinking water and communal kitchen use. Bar/restaurant Tasty Waves Cantina on site. 4.1 / 5 rating on Google Maps  8.5 / 10 rating on Booking.com  4.6 / 5 rating on Tripadvisor  8.4 / 10 rating on Hostelworld"
"Yuyo Huelal Totga - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hostel,Cocles,9.62392,-82.71573,5.405,pass,area_included:Cocles,array,+506 8983 4058,+50689834058,https://yuyo.info/,huelal_totga,https://www.instagram.com/huelal_totga,,3101197989157048209,2025-05-24,active,https://www.puertoviejosatellite.com/en/cocles/yuyo-huelal-totga/,,,,verified,true,2026-07-04,+50689834058,,,,,,"Yuyo is a peaceful eco-homestead nestled between rainforest and garden. They grow part of their own food, live simply and sustainably, and rent out a small guesthouse and three rooms. There's Wi-Fi, a shared open office, and clear values: no meat, no drugs, and deep respect for nature. It is operated by/with Huelal Totga, a grassroots rainforest protection project that organizes environmental education, documents local ecological destruction, and builds alliances for radical change. Volunteers, researchers and activists are welcome to join or collaborate."
"Madre Selva Jungle Hostel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hostel,Cocles,9.639474,-82.732044,2.927,pass,area_included:Cocles,array,+506 2215 2573,+50622152573,,madreselvahostel,https://www.instagram.com/madreselvahostel,https://www.facebook.com/MadreSelvaHostel,18351627144969519384,2025-12-16,active,https://www.puertoviejosatellite.com/en/cocles/madre-selva-jungle-hostel/,,,,verified,true,2026-07-04,,,,,,,Hostel offering dorms and private rooms with shared bath about a 15 min walk from the beach. Breakfast included. Shared kitchen and hangout areas. 4.2 / 5 rating on Google Maps  8.7 / 10 rating on Booking.com  8.5 / 10 rating on Hostelworld
"Playa 506 - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hostel,Cocles,9.649681,-82.736183,1.981,pass,area_included:Cocles,array,+506 2750 3158,+50627503158,,playa506,https://www.instagram.com/playa506,https://www.facebook.com/playa506,,2025-08-17,active,https://www.puertoviejosatellite.com/en/cocles/playa-506/,,,,verified,true,2026-07-04,,,,,,,"Hostel and camping right off Cocles Beach. Dorms, private rooms and tents. Shared kitchen. Sage restaurant and beer garden is here which is available to non guests as well. 4.4 / 5 rating on Google Maps  8.2 / 10 rating on Booking.com  8.9 / 10 rating on Hostelworld"
"Smile Jungle Hostel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hostel,Cocles,9.638895,-82.737759,2.504,pass,area_included:Cocles,array,,,,smilehostelcr,https://www.instagram.com/smilehostelcr,,15792014508348842214,2026-05-04,active,https://www.puertoviejosatellite.com/en/cocles/smile-jungle-hostel/,,,,verified,true,2026-07-04,,,,,,,Hostel with dorms and private rooms with shared bath. Breakfast included. 4.9 / 5 rating on Google Maps  9.5 / 10 rating on Booking.com  9.4 / 10 rating on Hostelworld
Douglasville Guesthouse,vacation_rental,Puerto Viejo,9.654025,-82.753971,0.17,pass,area_included:Puerto Viejo,array,+506 8875 8494,+50688758494,,douglasguesthouse,https://www.instagram.com/douglasguesthouse,https://www.facebook.com/rentatdouglasville,8689012956679917112,2026-03-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/douglasville-guesthouse/,,,,verified,true,2026-07-04,+50688758494,,,,,,"Three vacation rental houses.  Casa Amy is a three bedroom/2 bathroom house for up to 8 people. Casa Calipso & Casa Refugio are each 1 bedroom, 1 bathroom houses for up to 3 persons. All have fully equipped kitchens. They are set in a lush tropical garden with cacao trees. Close to all the restaurants and shopping of Puerto Viejo but situated on a quiet street. 4.7 / 5 rating on Google Maps  4.9 / 5 rating on Airbnb"
Caribbean Comfort,vacation_rental,Puerto Viejo,9.65623,-82.755404,0.248,pass,area_included:Puerto Viejo,array,+506 8888 5223,+50688885223,,caribbeancomfort,https://www.instagram.com/caribbeancomfort/,,9201616901711710091,2026-03-12,active,https://www.puertoviejosatellite.com/en/puerto-viejo/caribbean-comfort/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,+50688885223,,,,,,"Very centrally located small hotel offering self catering apartments and suites with kitchens or kitchenettes. All units have A/C, TV, wifi. 4.6 / 5 rating on Google Maps  8.5 / 10 rating on Booking.com"
Casa Arlecchino,vacation_rental,Puerto Viejo,9.655215,-82.744656,0.948,pass,area_included:Puerto Viejo,array,+506 6299 5955,+50662995955,,,,,13639343625190683419,2026-01-25,active,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-arlecchino/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"One bedroom apartment in a garden setting with private bath, kitchen, wifi. Italian, English and Spanish spoken. 4.4 / 5 rating on Google Maps  8.4 / 10 rating on Booking.com"
Casa Black Chaini,vacation_rental,Puerto Viejo,9.654141,-82.744816,0.94,pass,area_included:Puerto Viejo,array,+506 5009 0917,+50650090917,,,,,5833894449865216635,2026-03-17,active,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-black-chaini/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Three modern bungalows for two people each with private bathroom, double bed, fan, wifi, screen, semi-equipped kitchen, terrace, outdoor shower, fire pit, free private parking and green space. There is also a family bungalow for 4 to 8 people maximum with shared semi-equipped kitchen. 4.9 / 5 rating on Google Maps  8.9 / 10 rating on Booking.com"
Casa Kinkaju,vacation_rental,Puerto Viejo,9.657338,-82.748652,0.553,pass,area_included:Puerto Viejo,array,+506 2750 2004,+50627502004,,,,https://www.facebook.com/Casa-Kinkaju-142674086423136/,,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-kinkaju/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Four bedroom vacation rental home with pool with room for up to 16 guests. Each bedroom with private bath. Exterior area with kitchen. Secure parking, fibre optic internet, TV, A/C. Previously Hotel Aban was located here. 5.0 / 5 rating on Google Maps  10.0 / 10 rating on Booking.com"
Coconut Grove Apartamentos,vacation_rental,Puerto Viejo,9.658976,-82.749264,0.595,pass,area_included:Puerto Viejo,array,+506 2750 0093,+50627500093,,,,https://www.facebook.com/coconutgrove.pv,,2026-02-26,active,https://www.puertoviejosatellite.com/en/puerto-viejo/coconut-grove-apartamentos/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Apartments with private bathroom, cable TV and kitchen for up to 5 persons. Daily, weekly and monthly rates. Daily housekeeping, hot shower, WiFi, in-room safe. German, English, Spanish spoken. 4.3 / 5 rating on Google Maps  8.5 / 10 rating on Booking.com"
Colibri Ecolodge,vacation_rental,Puerto Viejo,9.652904,-82.755403,0.361,pass,area_included:Puerto Viejo,array,+506 8774 1940,+50687741940,,colibriecolodge_,https://www.instagram.com/colibriecolodge_,,656242078778664441,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/colibri-ecolodge/,,,,verified,true,2026-07-04,,,,,,,Vacation rental homes and apartments from 1 to 4 bedrooms. All units are stylishly designed with a seamless connection between indoor and outdoor spaces and have fully equipped kitchens. The property has a pool and parking. 4.8 / 5 rating on Google Maps  8.6 / 10 rating on Booking.com
Estrellas Cabinas,vacation_rental,Puerto Viejo,9.652322,-82.749268,0.559,pass,area_included:Puerto Viejo,array,,,,,,,,2026-03-20,active,https://www.puertoviejosatellite.com/en/puerto-viejo/estrellas-cabinas/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Ocean and jungle view loft cabins in the hills of Puerto Viejo. A 4 minute drive, 15 min walk from the beaches, shopping and nightlife of Puerto Viejo. The cabins have high speed wifi, a king sized bed, AC, & their own plunge pools. Not suitable for young children, a 4×4 is preferred to access the hill to the property. It is walkable, but is a 10 minute walk from the bottom."
"Casa Roble de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.654359,-82.771757,2.027,pass,area_included:Playa Negra,array,,,https://casaroblecr.com,casarobledeplayanegra,https://www.instagram.com/casarobledeplayanegra,https://www.facebook.com/people/Casa-Roble-de-Playa-Negra/100091288186263/,1214008658533978760,2025-09-05,active,https://www.puertoviejosatellite.com/en/playa-negra/casa-roble-de-playa-negra/,,,,verified,true,2026-07-04,,,,,,,"Vacation rental home set in a spacious tropical garden just 300 meters (5-minute walk) from the beaches of Playa Negra. This one-story beach house has a primary bedroom with a queen bed, a second bedroom with a queen bed and twin bed, one bathroom, and a fully stocked kitchen. Ideal for couples, families, groups up to 5 people. 9.2 / 10 rating on VRBO  4.6 / 5 rating on Airbnb"
"Villa Abejita - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.657162,-82.774228,2.302,pass,area_included:Playa Negra,array,+506 6461 4110,+50664614110,,villaabejita,https://www.instagram.com/villaabejita/,,,2026-02-01,active,https://www.puertoviejosatellite.com/en/playa-negra/villa-abejita/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,+50664614110,,,,,,"Spacious house close to beach, with private pool, a/c, high-speed satellite WiFi, workspaces, gas grill, well-provided kitchen, secure parking for 3 cars, and tropical garden. It sleeps up to 10 people. Families welcome. 9.4 / 10 rating on VRBO  4.8 / 5 rating on Airbnb"
"Villa del Mito - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.655639,-82.774889,2.367,pass,area_included:Playa Negra,array,+506 6461 4110,+50664614110,,,,,,2026-05-06,active,https://www.puertoviejosatellite.com/en/playa-negra/villa-del-mito/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,+50664614110,,,,,,"Private and peaceful home with 4 bedrooms and 5 baths, for up to 8 guests. Enclosed within a wall and secure gate, a lush garden attracts birds and sloths. Each bedroom has separate entrance and A/C; 3 bedrooms have ensuite baths. The villa has satellite Wi-Fi, battery backup for the routers, and ample desks in all bedrooms. The living room and kitchen share open space with vaulted ceilings and fans, and the kitchen is well equipped with everything to prepare and serve meals. Outside is a covered patio with gas grill and large dining table, and an outdoor living room and covered ranchito by the pool. When you’re ready to head to the beach, it’s a 5-minute walk to Playa Negra. Off-street parking is available for up to 3 vehicles. 9.8 / 10 rating on VRBO  5.0 / 5 rating on Airbnb"
