business_name,category,area,latitude,longitude,distance_km,geofilter,geofilter_reason,coordinate_source,phone,normalized_phone,website,instagram_handle,instagram_url,facebook_url,google_maps_cid,verified_date,operating_status,url,instagram_enrich_source,instagram_enrich_date,instagram_enrich_confidence
"Shawandha Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,9.637791,-82.709844,5.15,pass,area_included:Playa Chiquita,array,+506 2750 0018,+50627500018,,shawandha_ecolodge,https://www.instagram.com/shawandha_ecolodge,https://www.facebook.com/ShawandaEcolodge,11584809782208466783,2026-01-28,active,https://www.puertoviejosatellite.com/en/playa-chiquita/shawandha-lodge/,,,
"Tierra de Suenos Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,9.63764,-82.710671,5.073,pass,area_included:Playa Chiquita,array,+506 2750 0378,+50627500378,,,,https://www.facebook.com/tierradesuenoslodge,3078819024997403606,2025-08-11,active,https://www.puertoviejosatellite.com/en/playa-chiquita/tierra-de-suenos-lodge/,,,
"Tree House Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,9.63864,-82.705116,5.601,pass,area_included:Playa Chiquita,array,+506 2750-0706,+50627500706,,,,https://www.facebook.com/CostaRicaTreeHouseLodge,4964431491684239389,2026-03-02,active,https://www.puertoviejosatellite.com/en/playa-chiquita/tree-house-lodge/,,,
"Villas del Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,9.643881,-82.722234,3.638,pass,area_included:Playa Chiquita,array,+506 2750 0202,+50627500202,,hotelvillasdelcaribe,https://www.instagram.com/hotelvillasdelcaribe,https://www.facebook.com/villascaribe,,2025-12-13,active,https://www.puertoviejosatellite.com/en/playa-chiquita/villas-del-caribe/,,,
"Awa Beach Boutique Hotel - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",hotel,Punta Uva,9.637795,-82.699429,6.221,pass,area_included:Punta Uva,array,+506 2759 9180,+50627599180,,,,,5579537716284560393,2025-12-11,active,https://www.puertoviejosatellite.com/en/punta-uva/awa-beach-boutique-hotel/,,,
"La Ceiba Nature Reserve - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",hotel,Punta Uva,9.622044,-82.698166,7.091,pass,area_included:Punta Uva,array,+506 2750 0710,+50627500710,,,,,,2025-07-10,active,https://www.puertoviejosatellite.com/en/punta-uva/la-ceiba-nature-reserve/,,,
"Pachamama Jungle River Lodge - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",hotel,Punta Uva,9.634621,-82.693491,6.952,pass,area_included:Punta Uva,array,+506 8456-6508,+50684566508,,,,https://www.facebook.com/pachamama.puertoviejo,17505879167034120949,2025-12-17,active,https://www.puertoviejosatellite.com/en/punta-uva/pachamama-jungle-river-lodge/,,,
"Cabinas Kinawe - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,9.648197,-82.787046,3.785,pass,area_included:Hone Creek,array,+506 2756 8476,+50627568476,,kinawe_cabinas,https://www.instagram.com/kinawe_cabinas,https://www.facebook.com/Kinawe,,2026-05-21,active,https://www.puertoviejosatellite.com/en/hone-creek/cabinas-kinawe/,,,
"Casa Conley Del Mar - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,9.673198,-82.807533,6.266,pass,area_included:Hone Creek,array,+506 8494 8131,+50684948131,,,,,6599527260173115828,2025-08-28,active,https://www.puertoviejosatellite.com/en/hone-creek/casa-conley-del-mar/,,,
"Hotel Hawa - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,9.647366,-82.781703,3.239,pass,area_included:Hone Creek,array,+506 2750 0594,+50627500594,,,,https://www.facebook.com/hotelhawa,,2025-09-01,active,https://www.puertoviejosatellite.com/en/hone-creek/hotel-hawa/,,,
"Orgánico Punta Riel - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,9.671793,-82.80429,5.879,pass,area_included:Hone Creek,array,+506 8828 1426,+50688281426,,,,,2005484154619350459,2025-10-02,active,https://www.puertoviejosatellite.com/en/hone-creek/organico-punta-riel/,,,
"Rancho Tranquilo - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,9.657372,-82.801176,5.253,pass,area_included:Hone Creek,array,+506 2756 8198,+50627568198,,rt_hospedaje,https://www.instagram.com/rt_hospedaje,https://www.facebook.com/profile.php?id=100085466981177,3497932895823071906,2025-10-03,active,https://www.puertoviejosatellite.com/en/hone-creek/rancho-tranquilo/,,,
"Samasati Yoga and Wellness Retreat - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,9.65257,-82.816679,6.955,pass,area_included:Hone Creek,array,+506 8428 3918,+50684283918,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Hotel_Review-g309265-d300508-Reviews-Samasati_Yoga_Wellness_Retreat-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,samasati_costa_rica,https://www.instagram.com/samasati_costa_rica,,,2025-04-17,active,https://www.puertoviejosatellite.com/en/hone-creek/samasati-yoga-and-wellness-retreat/,,,
"Villa Mena Apartments - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,9.633563,-82.811149,6.791,pass,area_included:Hone Creek,array,+506 8304 5966,+50683045966,,,,https://www.facebook.com/Villamena2013,,2024-06-30,active,https://www.puertoviejosatellite.com/en/hone-creek/villa-mena-apartments/,,,
Casa Wolaba,hostel,Puerto Viejo,9.656471,-82.751768,0.206,pass,area_included:Puerto Viejo,array,+506 6135 2969,+50661352969,,casa.wolaba,https://www.instagram.com/casa.wolaba,https://www.facebook.com/casawolaba,12617501835970240553,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-wolaba/,,,
El Clan Hostel,hostel,Puerto Viejo,9.657309,-82.752326,0.238,pass,area_included:Puerto Viejo,array,+506 6374 1221,+50663741221,,elclan_hostel,https://www.instagram.com/elclan_hostel,,5201679489523559249,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/el-clan-hostel/,,,
Hotel and Hostel Agapi,hostel,Puerto Viejo,9.656891,-82.743439,1.094,pass,area_included:Puerto Viejo,array,+506 8872-7230,+50688727230,,agapi.pv,https://www.instagram.com/agapi.pv,,7492180577056289429,2026-03-14,active,https://www.puertoviejosatellite.com/en/puerto-viejo/hotel-and-hostel-agapi/,,,
Hotel Puerto Viejo,hostel,Puerto Viejo,9.656928,-82.753465,0.171,pass,area_included:Puerto Viejo,array,+506 2750 0620,+50627500620,,hotelpuertoviejocr,https://www.instagram.com/hotelpuertoviejocr,https://www.facebook.com/hotelpuertoviejocr,120276160970090320,2026-03-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/hotel-puerto-viejo/,,,
Kalunay Hostel,hostel,Puerto Viejo,9.655647,-82.750317,0.328,pass,area_included:Puerto Viejo,array,+506 2750 3168,+50627503168,,,,https://www.facebook.com/KalunayHostel/,,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/kalunay-hostel/,,,
Oasis Beachfront Hostel,hostel,Puerto Viejo,9.659273,-82.749139,0.627,pass,area_included:Puerto Viejo,array,+506 8631 9322,+50686319322,,oasis.hostel.pv,https://www.instagram.com/oasis.hostel.pv,,3806869317536833401,2026-03-31,active,https://www.puertoviejosatellite.com/en/puerto-viejo/oasis-beachfront-hostel/,,,
Pagalu Hostel,hostel,Puerto Viejo,9.65505,-82.754458,0.133,pass,area_included:Puerto Viejo,array,+506 2750 1930,+50627501930,,,,https://www.facebook.com/pagaluhostel,16584181162103313991,2026-03-31,active,https://www.puertoviejosatellite.com/en/puerto-viejo/pagalu-hostel/,,,
Rocking J's Hostel,hostel,Puerto Viejo,9.658081,-82.746314,0.822,pass,area_included:Puerto Viejo,array,+506 2750-0665,+50627500665,,,,https://www.facebook.com/rockingjshostel,2849080077759072513,2026-04-03,active,https://www.puertoviejosatellite.com/en/puerto-viejo/rocking-js-hostel/,,,
Roots Family Hostel,hostel,Puerto Viejo,9.65675,-82.752988,0.154,pass,area_included:Puerto Viejo,array,,,,,,https://www.facebook.com/RootsPuertoViejo,15012354361205552676,2026-03-30,active,https://www.puertoviejosatellite.com/en/puerto-viejo/roots-family-hostel/,,,
La Ruka Hostel,hostel,Puerto Viejo,9.657911,-82.747416,0.703,pass,area_included:Puerto Viejo,array,+506 2750 0617,+50627500617,,larukahostel,https://www.instagram.com/larukahostel,https://www.facebook.com/larukahostelpuertoviejo,13859346082849828188,2026-03-31,active,https://www.puertoviejosatellite.com/en/puerto-viejo/la-ruka-hostel/,,,
Soul Rebel Hostel,hostel,Puerto Viejo,9.657554,-82.751945,0.282,pass,area_included:Puerto Viejo,array,+506 8891 8069,+50688918069,,soulrebelhostel,https://www.instagram.com/soulrebelhostel,,1470909826947842376,2026-05-21,active,https://www.puertoviejosatellite.com/en/puerto-viejo/soul-rebel-hostel/,,,
La Tribu,hostel,Puerto Viejo,9.657526,-82.751576,0.303,pass,area_included:Puerto Viejo,array,+506 8809 9776,+50688099776,,latribuhostelcr,https://www.instagram.com/latribuhostelcr,,8557872311475311298,2026-04-02,active,https://www.puertoviejosatellite.com/en/puerto-viejo/la-tribu/,,,
"Tasty Dayz Hostel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hostel,Cocles,9.653494,-82.740978,1.367,pass,area_included:Cocles,array,+506 2750 0128,+50627500128,https://www.tastydayz.com/,tastydayz,https://www.instagram.com/tastydayz,https://www.facebook.com/tastydayz,8755282126859435083,2026-02-19,active,https://www.puertoviejosatellite.com/en/cocles/tasty-dayz-hostel/,,,
"Yuyo Huelal Totga - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hostel,Cocles,9.62392,-82.71573,5.405,pass,area_included:Cocles,array,+506 8983 4058,+50689834058,https://yuyo.info/,huelal_totga,https://www.instagram.com/huelal_totga,,3101197989157048209,2025-05-24,active,https://www.puertoviejosatellite.com/en/cocles/yuyo-huelal-totga/,,,
"Madre Selva Jungle Hostel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hostel,Cocles,9.639474,-82.732044,2.927,pass,area_included:Cocles,array,+506 2215 2573,+50622152573,,madreselvahostel,https://www.instagram.com/madreselvahostel,https://www.facebook.com/MadreSelvaHostel,18351627144969519384,2025-12-16,active,https://www.puertoviejosatellite.com/en/cocles/madre-selva-jungle-hostel/,,,
"Playa 506 - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hostel,Cocles,9.649681,-82.736183,1.981,pass,area_included:Cocles,array,+506 2750 3158,+50627503158,,playa506,https://www.instagram.com/playa506,https://www.facebook.com/playa506,,2025-08-17,active,https://www.puertoviejosatellite.com/en/cocles/playa-506/,,,
"Smile Jungle Hostel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hostel,Cocles,9.638895,-82.737759,2.504,pass,area_included:Cocles,array,,,,smilehostelcr,https://www.instagram.com/smilehostelcr,,15792014508348842214,2026-05-04,active,https://www.puertoviejosatellite.com/en/cocles/smile-jungle-hostel/,,,
Douglasville Guesthouse,vacation_rental,Puerto Viejo,9.654025,-82.753971,0.17,pass,area_included:Puerto Viejo,array,+506 8875 8494,+50688758494,,douglasguesthouse,https://www.instagram.com/douglasguesthouse,https://www.facebook.com/rentatdouglasville,8689012956679917112,2026-03-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/douglasville-guesthouse/,,,
Caribbean Comfort,vacation_rental,Puerto Viejo,9.65623,-82.755404,0.248,pass,area_included:Puerto Viejo,array,+506 8888 5223,+50688885223,,,,,9201616901711710091,2026-03-12,active,https://www.puertoviejosatellite.com/en/puerto-viejo/caribbean-comfort/,,,
Casa Arlecchino,vacation_rental,Puerto Viejo,9.655215,-82.744656,0.948,pass,area_included:Puerto Viejo,array,+506 6299 5955,+50662995955,,,,,13639343625190683419,2026-01-25,active,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-arlecchino/,,,
Casa Black Chaini,vacation_rental,Puerto Viejo,9.654141,-82.744816,0.94,pass,area_included:Puerto Viejo,array,+506 5009 0917,+50650090917,,,,,5833894449865216635,2026-03-17,active,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-black-chaini/,,,
Casa Kinkaju,vacation_rental,Puerto Viejo,9.657338,-82.748652,0.553,pass,area_included:Puerto Viejo,array,+506 2750 2004,+50627502004,,,,https://www.facebook.com/Casa-Kinkaju-142674086423136/,,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-kinkaju/,,,
Coconut Grove Apartamentos,vacation_rental,Puerto Viejo,9.658976,-82.749264,0.595,pass,area_included:Puerto Viejo,array,+506 2750 0093,+50627500093,,,,https://www.facebook.com/coconutgrove.pv,,2026-02-26,active,https://www.puertoviejosatellite.com/en/puerto-viejo/coconut-grove-apartamentos/,,,
Colibri Ecolodge,vacation_rental,Puerto Viejo,9.652904,-82.755403,0.361,pass,area_included:Puerto Viejo,array,+506 8774 1940,+50687741940,,colibriecolodge_,https://www.instagram.com/colibriecolodge_,,656242078778664441,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/colibri-ecolodge/,,,
Estrellas Cabinas,vacation_rental,Puerto Viejo,9.652322,-82.749268,0.559,pass,area_included:Puerto Viejo,array,,,,,,,,2026-03-20,active,https://www.puertoviejosatellite.com/en/puerto-viejo/estrellas-cabinas/,,,
"Casa Roble de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.654359,-82.771757,2.027,pass,area_included:Playa Negra,array,,,https://casaroblecr.com,casarobledeplayanegra,https://www.instagram.com/casarobledeplayanegra,https://www.facebook.com/people/Casa-Roble-de-Playa-Negra/100091288186263/,1214008658533978760,2025-09-05,active,https://www.puertoviejosatellite.com/en/playa-negra/casa-roble-de-playa-negra/,,,
"Villa Abejita - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.657162,-82.774228,2.302,pass,area_included:Playa Negra,array,+506 6461 4110,+50664614110,,,,,,2026-02-01,active,https://www.puertoviejosatellite.com/en/playa-negra/villa-abejita/,,,
"Villa del Mito - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.655639,-82.774889,2.367,pass,area_included:Playa Negra,array,+506 6461 4110,+50664614110,,,,,,2026-05-06,active,https://www.puertoviejosatellite.com/en/playa-negra/villa-del-mito/,,,
"Magic Moon Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.657081,-82.771409,1.994,pass,area_included:Playa Negra,array,,,https://magicmooncr.com/,,,https://www.facebook.com/magicmooncr,,2026-03-09,active,https://www.puertoviejosatellite.com/en/playa-negra/magic-moon-beach-house/,,,
"Be My Guest Cabinas - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.656431,-82.773947,2.266,pass,area_included:Playa Negra,array,+506 2756 8376,+50627568376,,,,,7206926578519386455,2025-07-02,active,https://www.puertoviejosatellite.com/en/playa-negra/be-my-guest-cabinas/,,,
"Blessed House - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.647346,-82.776973,2.745,pass,area_included:Playa Negra,array,+506 8926 2630,+50689262630,,blessedhouse,https://www.instagram.com/blessedhouse,,18318447306973081283,2026-02-12,active,https://www.puertoviejosatellite.com/en/playa-negra/blessed-house/,,,
"Blossom Paradise Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.654102,-82.765285,1.322,pass,area_included:Playa Negra,array,+506 8438 1065,+50684381065,,blossomparadiseretreat,https://www.instagram.com/blossomparadiseretreat,,11364781436039210316,2025-08-14,active,https://www.puertoviejosatellite.com/en/playa-negra/blossom-paradise-retreat/,,,
"Cabinas Cable Talamanca - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.649739,-82.762613,1.199,pass,area_included:Playa Negra,array,,,,,,,,2026-03-06,active,https://www.puertoviejosatellite.com/en/playa-negra/cabinas-cable-talamanca/,,,
"Caripro Apartments - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.653545,-82.767643,1.586,pass,area_included:Playa Negra,array,+506 2750 2035,+50627502035,,,,,265902149135749003,2025-07-26,active,https://www.puertoviejosatellite.com/en/playa-negra/caripro-apartments/,,,
"Casa Corazon del Mar - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.650985,-82.766088,1.485,pass,area_included:Playa Negra,array,+506 8417 3417,+50684173417,,,,https://www.facebook.com/Casacorazondelmar,,2025-07-23,active,https://www.puertoviejosatellite.com/en/playa-negra/casa-corazon-del-mar/,,,
"Casa Galim Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.667008,-82.783721,3.576,pass,area_included:Playa Negra,array,+506 2750 0224,+50627500224,,,,,4046132343523405394,2024-01-20,active,https://www.puertoviejosatellite.com/en/playa-negra/casa-galim-beach-house/,,,
"Casa Jeffrey - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.653606,-82.765605,1.364,pass,area_included:Playa Negra,array,,,,,,,13928153996580431887,2025-12-18,active,https://www.puertoviejosatellite.com/en/playa-negra/casa-jeffrey/,,,
"Casa Luna Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.657365,-82.771591,2.017,pass,area_included:Playa Negra,array,,,,casalunabeachhouse,https://www.instagram.com/casalunabeachhouse,https://www.facebook.com/casalunabeachhouse,1455817631417694421,2025-06-09,active,https://www.puertoviejosatellite.com/en/playa-negra/casa-luna-beach-house/,,,
"Casa Ocelote - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.658532,-82.78051,3.003,pass,area_included:Playa Negra,array,,,,,,,1855638920758597797,2025-08-29,active,https://www.puertoviejosatellite.com/en/playa-negra/casa-ocelote/,,,
"Casa Selva - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.651258,-82.780679,3.036,pass,area_included:Playa Negra,array,+506 7222 9607,+50672229607,,,,,,2026-06-01,active,https://www.puertoviejosatellite.com/en/playa-negra/casa-selva/,,,
"Casa Theia - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.652259,-82.76797,1.646,pass,area_included:Playa Negra,array,,,,,,,8382763569328813011,2025-08-13,active,https://www.puertoviejosatellite.com/en/playa-negra/casa-theia/,,,
"Casita Kreyol - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.655929,-82.77981,2.907,pass,area_included:Playa Negra,array,,,,casitakreyol,https://www.instagram.com/casitakreyol,,17447691794708739658,2025-08-06,active,https://www.puertoviejosatellite.com/en/playa-negra/casita-kreyol/,,,
"Las Casitas de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.651884,-82.758095,0.655,pass,area_included:Playa Negra,array,+506 8408 8144,+50684088144,,,,https://www.facebook.com/casitasdeplayanegra,,2025-07-21,active,https://www.puertoviejosatellite.com/en/playa-negra/las-casitas-de-playa-negra/,,,
"Casitas Joanna - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.656995,-82.772069,2.065,pass,area_included:Playa Negra,array,+506 8399 4294,+50683994294,,,,,,2025-07-23,active,https://www.puertoviejosatellite.com/en/playa-negra/casitas-joanna/,,,
"Chimuri Beach Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.656653,-82.770331,1.872,pass,area_included:Playa Negra,array,+506 2750-0119,+50627500119,,,,,,2025-06-15,active,https://www.puertoviejosatellite.com/en/playa-negra/chimuri-beach-retreat/,,,
"Escondido Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.661373,-82.789138,3.984,pass,area_included:Playa Negra,array,,,,escondidoretreat,https://www.instagram.com/escondidoretreat,https://www.facebook.com/profile.php?id=61550966785728,6658711880224661769,2025-06-27,active,https://www.puertoviejosatellite.com/en/playa-negra/escondido-retreat/,,,
"Evia Life Resort - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.661032,-82.788612,3.921,pass,area_included:Playa Negra,array,+506 8856 7905,+50688567905,,eviapuertoviejo,https://www.instagram.com/eviapuertoviejo,,18135263196931927606,,active,https://www.puertoviejosatellite.com/en/playa-negra/evia-life-resort/,,,
"El Jardin de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.654362,-82.771936,2.046,pass,area_included:Playa Negra,array,+506 8555 8635,+50685558635,,,,https://www.facebook.com/italiacostarica,,2025-07-24,active,https://www.puertoviejosatellite.com/en/playa-negra/el-jardin-de-playa-negra/,,,
"The Mimosas Container Homes - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.660018,-82.78265,3.258,pass,area_included:Playa Negra,array,,,,,,,10848512872328092857,2025-05-02,active,https://www.puertoviejosatellite.com/en/playa-negra/the-mimosas-container-homes/,,,
"Puerto Viejo Club - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.654866,-82.773968,2.266,pass,area_included:Playa Negra,array,,,,puertoviejoclubcr,https://www.instagram.com/puertoviejoclubcr,https://www.facebook.com/puertoviejoclubcr,10850457859079273798,2025-10-01,active,https://www.puertoviejosatellite.com/en/playa-negra/puerto-viejo-club/,,,
"Sloth House 2 - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.653156,-82.766382,1.456,pass,area_included:Playa Negra,array,+506 8320 6571,+50683206571,,,,,11323383828584457886,2025-01-30,active,https://www.puertoviejosatellite.com/en/playa-negra/sloth-house-2/,,,
"Villa Aragon - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.657421,-82.775469,2.441,pass,area_included:Playa Negra,array,+506 8630 0659,+50686300659,,,,,410104999530083035,2025-07-14,active,https://www.puertoviejosatellite.com/en/playa-negra/villa-aragon/,,,
"Villa Wolaba - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.651259,-82.782205,3.202,pass,area_included:Playa Negra,array,,,,,,,8236556478934588728,2025-12-16,active,https://www.puertoviejosatellite.com/en/playa-negra/villa-wolaba/,,,
"Villas Ande - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.650324,-82.763176,1.221,pass,area_included:Playa Negra,array,+506 8403 5858,+50684035858,,villasandepuertoviejo,https://www.instagram.com/villasandepuertoviejo,,4076738848493846113,2025-09-15,active,https://www.puertoviejosatellite.com/en/playa-negra/villas-ande/,,,
"Villas Banana Verde - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.657609,-82.773927,2.274,pass,area_included:Playa Negra,array,+506 2750-2035,+50627502035,,,,,,2025-08-08,active,https://www.puertoviejosatellite.com/en/playa-negra/villas-banana-verde/,,,
"Villas de la Luz - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.651736,-82.767072,1.564,pass,area_included:Playa Negra,array,,,,villasdelaluz,https://www.instagram.com/villasdelaluz,,7675665734638034793,2025-07-31,active,https://www.puertoviejosatellite.com/en/playa-negra/villas-de-la-luz/,,,
"Villas Luna Africana by Palmer - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.657287,-82.774237,2.305,pass,area_included:Playa Negra,array,+506 6487 6758,+50664876758,,villaslunaafricana,https://www.instagram.com/villaslunaafricana,,9410436487829075468,2025-12-30,active,https://www.puertoviejosatellite.com/en/playa-negra/villas-luna-africana-by-palmer/,,,
"Villas Mapache del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.654206,-82.769974,1.833,pass,area_included:Playa Negra,array,+506 8580 2948,+50685802948,,,,https://www.facebook.com/VillasMapacheCaribe,13447229575814168735,2025-08-05,active,https://www.puertoviejosatellite.com/en/playa-negra/villas-mapache-del-caribe/,,,
"Villas Piña - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.656373,-82.775755,2.464,pass,area_included:Playa Negra,array,+506 2750 3176,+50627503176,,,,https://www.facebook.com/villaspinacr,,2026-03-04,active,https://www.puertoviejosatellite.com/en/playa-negra/villas-pina/,,,
"Villas Ríos del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.659504,-82.787059,3.729,pass,area_included:Playa Negra,array,+506 8944 3302,+50689443302,,riosdelcaribe,https://www.instagram.com/riosdelcaribe,https://www.facebook.com/profile.php?id=61566742140762,4133532355689727929,2025-11-17,active,https://www.puertoviejosatellite.com/en/playa-negra/villas-rios-del-caribe/,,,
"Villas Roca del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.656657,-82.778526,2.769,pass,area_included:Playa Negra,array,+506 6185 9101,+50661859101,,,,,16891468495061021112,2025-12-16,active,https://www.puertoviejosatellite.com/en/playa-negra/villas-roca-del-caribe/,,,
"Villas Serenidad - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.656018,-82.768689,1.688,pass,area_included:Playa Negra,array,,,,villasserenidad,https://www.instagram.com/villasserenidad,https://www.facebook.com/VillasSerenidad,12865192766844460074,2025-08-01,active,https://www.puertoviejosatellite.com/en/playa-negra/villas-serenidad/,,,
"Yoshi's on the Beach - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9.657712,-82.772399,2.109,pass,area_included:Playa Negra,array,+506 8564 1550,+50685641550,,,,,6607101811087559551,2025-07-25,active,https://www.puertoviejosatellite.com/en/playa-negra/yoshis-on-the-beach/,,,
"Geckoes Lodge - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.633986,-82.734695,3.135,pass,area_included:Cocles,array,+506 2750 0908,+50627500908,https://www.geckoeslodge.com,geckoeslodge,https://www.instagram.com/geckoeslodge,https://www.facebook.com/GeckoesLodge,11623096819320863549,2026-06-17,active,https://www.puertoviejosatellite.com/en/cocles/geckoes-lodge/,,,
"Alloro Jungle Villas - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.640138,-82.736811,2.479,pass,area_included:Cocles,array,+506 7049 9556,+50670499556,,allorojunglevillas,https://www.instagram.com/allorojunglevillas,https://www.facebook.com/allorovillascoclespuertoviejocostarica,2659428566815974857,2025-12-12,active,https://www.puertoviejosatellite.com/en/cocles/alloro-jungle-villas/,,,
"AroCocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.639758,-82.726516,3.413,pass,area_included:Cocles,array,+506 8855 4371,+50688554371,,,,https://www.facebook.com/AroCocles-apartamentos-de-playa-1167446786784776,,2025-08-19,active,https://www.puertoviejosatellite.com/en/cocles/arococles/,,,
"Azania Oasis - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.649456,-82.737947,1.808,pass,area_included:Cocles,array,+506 8381 6837,+50683816837,,,,,17887068920973627002,2025-07-20,active,https://www.puertoviejosatellite.com/en/cocles/azania-oasis/,,,
"Casa Ackee - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,9.641898,-82.728731,3.083,pass,area_included:Cocles,array,+506 8304 1474,+50683041474,,casaackee,https://www.instagram.com/casaackee,https://www.facebook.com/profile.php?id=61551999670767,12667576250238069497,2025-08-14,active,https://www.puertoviejosatellite.com/en/cocles/casa-ackee/,,,
