business_name,url,new_ig,new_fb,new_phone,new_website,new_wa,new_email,notes
"Casa Firefly Boutique Retreat - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/casa-firefly-boutique-retreat/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Galim Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/casa-galim-beach-house/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Jeffrey - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/casa-jeffrey/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Jungle Love - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/casa-jungle-love/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Casa Kinkaju,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-kinkaju/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Lucas - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/casa-lucas/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Luce - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/casa-luce/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Luna Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/casa-luna-beach-house/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Magdalena - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/casa-magdalena/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50689147675,,
"Casa Mambo Cahuita - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/casa-mambo-cahuita/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Mandala - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/casa-mandala/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Marcellino - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/casa-marcellino/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Margarita - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/casa-margarita/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Mariposa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/casa-mariposa/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Matix - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/punta-uva/casa-matix/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Merlin Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/casa-merlin-lodge/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Moabi - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/casa-moabi/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Modí - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/casa-modi/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Namaitamí - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/casa-namaitami/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Ocelote - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/casa-ocelote/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Osos Caribeños - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/casa-osos-caribenos/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Rio Restaurant & Bar - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/casa-rio-restaurant-and-bar/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50685824000,,
"Casa Roble de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/casa-roble-de-playa-negra/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Selva - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/casa-selva/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Theia - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/casa-theia/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Verde Cahuita - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/casa-verde-cahuita/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Viva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/punta-uva/casa-viva/,,,+506 8578 6544,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Casa Wolaba,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-wolaba/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Casa de la Cultura,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-de-la-cultura/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa de la Musa - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/punta-uva/casa-de-la-musa/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/17194875558,,
"Casas Del Mar - Manzanillo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/manzanillo/casas-del-mar/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casas La Selvatica - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/casas-la-selvatica/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/14162624101,,
"Casas del Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/casas-del-caribe/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casita Kreyol - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/casita-kreyol/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casitas Joanna - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/casitas-joanna/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Casitas La Playa,https://www.puertoviejosatellite.com/en/puerto-viejo/casitas-la-playa/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casitas Las Flores - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/casitas-las-flores/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casitas Mar y Luz - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/casitas-mar-y-luz/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Catholic Church,https://www.puertoviejosatellite.com/en/puerto-viejo/catholic-church/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Ceibo Adventure - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/ceibo-adventure/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Central de Mascotas,https://www.puertoviejosatellite.com/en/puerto-viejo/central-de-mascotas/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Centro Educativo Complementaria Cahuita - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/centro-educativo-complementaria-cahuita/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Centro Educativo Playa Chiquita Punta Uva - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/centro-educativo-playa-chiquita-punta-uva/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Centro Médico Aruma,https://www.puertoviejosatellite.com/en/puerto-viejo/centro-medico-aruma/,,,+506 8448 0274,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50686555082,,
Centro de Carnes Canada,https://www.puertoviejosatellite.com/en/puerto-viejo/centro-de-carnes-canada/,,,+506 8346.4298,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Century 21 Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/century-21-caribe/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Cerrajería Paris,https://www.puertoviejosatellite.com/en/puerto-viejo/cerrajeria-paris/,,https://www.facebook.com/p/Cerrajeria-Par,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cervecera Tierra y Libertad - Hone Creek, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/hone-creek/cervecera-tierra-y-libertad/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Chaman Mercadito,https://www.puertoviejosatellite.com/en/puerto-viejo/chaman-mercadito/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Chamber of Tourism and Commerce Caribe Sur - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/chamber-of-tourism-and-commerce-caribe-sur/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Chao's Paradise - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/chaos-paradise/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Chile Rojo,https://www.puertoviejosatellite.com/en/puerto-viejo/chile-rojo/,,,+506 8396 3247,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50683963247,,
"Chile Verde - Manzanillo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/manzanillo/chile-verde/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Chill and Cheese Snackbar,https://www.puertoviejosatellite.com/en/puerto-viejo/chill-and-cheese-snackbar/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Chimuri Beach Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/chimuri-beach-retreat/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Chinuk Boutique Hotel,https://www.puertoviejosatellite.com/en/puerto-viejo/chinuk-boutique-hotel/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Chiquita Escondida - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/chiquita-escondida/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Ciclo Tuanis,https://www.puertoviejosatellite.com/en/puerto-viejo/ciclo-tuanis/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Ciudad Perdida Ecolodge - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/ciudad-perdida-ecolodge/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Clan Vibes Club,https://www.puertoviejosatellite.com/en/puerto-viejo/clan-vibes-club/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Clinica Dental OCI Cahuita - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/clinica-dental-oci-cahuita/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50684579613,,
"Clinica Veterinaria Green Vet - Hone Creek, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/hone-creek/clinica-veterinaria-green-vet/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50670057723,,
Clínica Dental Yani,https://www.puertoviejosatellite.com/en/puerto-viejo/clinica-dental-yani/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50688681439,,
Clínica Veterinaria Arroyo y Solano,https://www.puertoviejosatellite.com/en/puerto-viejo/clinica-veterinaria-arroyo-y-solano/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Clínica de Especialidades Médicas San Gabriel,https://www.puertoviejosatellite.com/en/puerto-viejo/clinica-de-especialidades-medicas-san-gabriel/,,,+506 8870 8029,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50688708029,,
"Clínica de Medicina Integral Bribri - Bribri, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/bribri/clinica-de-medicina-integral-bribri/,,,+506 8970 2308,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50689702308,,
Cocomar Comida Caribeña,https://www.puertoviejosatellite.com/en/puerto-viejo/cocomar-comida-caribena/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Coconut Grove Apartamentos,https://www.puertoviejosatellite.com/en/puerto-viejo/coconut-grove-apartamentos/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Coldwell Banker Caribe,https://www.puertoviejosatellite.com/en/puerto-viejo/coldwell-banker-caribe/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Colibri Ecolodge,https://www.puertoviejosatellite.com/en/puerto-viejo/colibri-ecolodge/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Colibri Lodge Gandoca - Gandoca, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/gandoca/colibri-lodge-gandoca/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Colina Secreta - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/colina-secreta/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Colono Hone Creek - Hone Creek, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/hone-creek/colono-hone-creek/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Colores Restaurant and Beach Lounge - Manzanillo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/manzanillo/colores-restaurant-and-beach-lounge/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Como En Mi Casa Art Cafe,https://www.puertoviejosatellite.com/en/puerto-viejo/como-en-mi-casa-art-cafe/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Como en la Gloria,https://www.puertoviejosatellite.com/en/puerto-viejo/como-en-la-gloria/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Conga Boutique Hotel,https://www.puertoviejosatellite.com/en/puerto-viejo/conga-boutique-hotel/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Congo Bongo EcoVillage - Manzanillo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/manzanillo/congo-bongo-ecovillage/,,,+506 8957 4177,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50689574177,,
"Container House Cahuita - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/container-house-cahuita/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50683352099,,
"Cool and Calm Cafe - Manzanillo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/manzanillo/cool-and-calm-cafe/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Coral Vet - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/coral-vet/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Correos de CR - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/correos-de-cr/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Cosmos Puerto Viejo Tattoo,https://www.puertoviejosatellite.com/en/puerto-viejo/cosmos-puerto-viejo-tattoo/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50684833243,,
"Cruz Roja - Bribri, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/bribri/cruz-roja/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Da Lime Beach Club and Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/da-lime-beach-club-and-restaurant/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Dano's Cabano - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/danos-cabano/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"David Valley Houses - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/david-valley-houses/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
De Gustibus Bakery,https://www.puertoviejosatellite.com/en/puerto-viejo/de-gustibus-bakery/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
DiTown Shop,https://www.puertoviejosatellite.com/en/puerto-viejo/ditown-shop/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Douglasville Guesthouse,https://www.puertoviejosatellite.com/en/puerto-viejo/douglasville-guesthouse/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50688758494,,
"Dragonfly Beach Retreat - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/punta-uva/dragonfly-beach-retreat/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50661287817,,
Earth to Skin,https://www.puertoviejosatellite.com/en/puerto-viejo/earth-to-skin/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Ecolavacar del Caribe - Hone Creek, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/hone-creek/ecolavacar-del-caribe/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"El Arbol Jungle Houses - Manzanillo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/manzanillo/el-arbol-jungle-houses/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50687213949,,
"El Chante de Moncho - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/el-chante-de-moncho/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
El Clan Hostel,https://www.puertoviejosatellite.com/en/puerto-viejo/el-clan-hostel/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"El Colibri Lodge - Manzanillo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/manzanillo/el-colibri-lodge/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"El Colibri Rojo - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/el-colibri-rojo/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
El Diamante,https://www.puertoviejosatellite.com/en/puerto-viejo/el-diamante/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
El Dragón,https://www.puertoviejosatellite.com/en/puerto-viejo/el-dragon/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50664100334,,
"El Duende Gourmet - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/el-duende-gourmet/,,,+506 2750.0356,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"El Encanto Hotel - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/el-encanto-hotel/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"El Jardin de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/el-jardin-de-playa-negra/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"El Nido Jungle Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/el-nido-jungle-lodge/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50689152462,,
"El Pampa Asador - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/el-pampa-asador/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"El Puente-The Bridge - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/el-puente-the-bridge/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"El Refugio Grill - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/punta-uva/el-refugio-grill/,,,+506 8748 3251,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50687483251,,
"El Rincon Porteño - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/el-rincon-porteno/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
El Sabor Tico,https://www.puertoviejosatellite.com/en/puerto-viejo/el-sabor-tico/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
El Sendero Beach Club,https://www.puertoviejosatellite.com/en/puerto-viejo/el-sendero-beach-club/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"El Sol del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/el-sol-del-caribe/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"El Tucán Feliz - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/el-tucan-feliz/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Electro Office,https://www.puertoviejosatellite.com/en/puerto-viejo/electro-office/,,,+506 8874 9215,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50688749215,,
Elena De Luca Studio,https://www.puertoviejosatellite.com/en/puerto-viejo/elena-de-luca-studio/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Escape Caribeño,https://www.puertoviejosatellite.com/en/puerto-viejo/escape-caribeno/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Escondido Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/escondido-retreat/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Estrellas Cabinas,https://www.puertoviejosatellite.com/en/puerto-viejo/estrellas-cabinas/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Evia Life Resort - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/evia-life-resort/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Exotic Lodge,https://www.puertoviejosatellite.com/en/puerto-viejo/exotic-lodge/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Exotico Beach - Manzanillo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/manzanillo/exotico-beach/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Exploradores Outdoors,https://www.puertoviejosatellite.com/en/puerto-viejo/exploradores-outdoors/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Eñe Spanish Teachers,https://www.puertoviejosatellite.com/en/puerto-viejo/ene-spanish-teachers/,,,+506 7171 0879,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50671710879,,
"Faith Glamping Dome - Manzanillo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/manzanillo/faith-glamping-dome/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Family Hotel,https://www.puertoviejosatellite.com/en/puerto-viejo/family-hotel/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Farmacia Caribe,https://www.puertoviejosatellite.com/en/puerto-viejo/farmacia-caribe/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Farmacia Don Manuel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/farmacia-don-manuel/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50687709072,,
"Farmacia Quiribri Cahuita - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/farmacia-quiribri-cahuita/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
